Rank,Score,Autonomous Coding Skills,Driver Skills,Team Number,Team Name,Organization,Event Region
3017,55,17,38,56721C,Hyperbooks,RIVERSIDE CHRISTIAN SCHOOL,Minnesota
3018,55,14,41,34343C,Carmel CouGears,CARMEL MIDDLE SCHOOL,Indiana - Region 2 - Central
3019,55,0,55,31314C,Crazy 8's,Whitehall Elementary & Middle School,Wisconsin
3020,55,8,47,53162B,Mentor Trojans,Win-E-Mac,Minnesota
3021,55,7,48,40101E,Trial and Error 404,Mountain View Junior High School,Utah
3022,55,7,48,31458A,The Florida Eagles,EVERGLADES K-8 CENTER,Florida - South
3023,55,7,48,4224B,Tashka Tali',Chickasaw Nation STEM Academy,Oklahoma
3024,55,7,48,10946E,Supernovas,MAYWOOD CENTER FOR ENRICHED STUDIES,California - South
3025,55,7,48,10673M,MMS Team M,Marshall Middle School,Pennsylvania - West
3026,55,4,51,8871E,Eagles IQ 5,WALTER JOHNSON JUNIOR HIGH SCHOOL ACADEMY OF INTERNATIONAL S,Nevada
3027,55,2,53,91604B,Goofy Goobers,HEADLAND MIDDLE SCHOOL,Alabama
3028,55,4,51,7704M,M Team,ZIONSVILLE MIDDLE SCHOOL,Indiana - Region 2 - Central
3029,55,2,53,26208B,Dark Void 19,Iowa School for the Deaf,Iowa
3030,55,0,55,1695C,The Mini Pekkas,Walter Polson Middle School,Connecticut
3031,55,0,55,3525H,VEX Q8,X-Bot Club,Kuwait
3032,55,0,55,1740D,Arctic Warriors,morgan ROAD MIDDLE SCHOOL,New York-North
3033,55,0,55,1282T,THCS HOÀNG VĂN THỤ 2,Trường Trung học Cơ sở Hoàng Văn Thụ,Vietnam
3034,55,0,55,11791E,PAIS-ALPHA,Pan American International School ,Paraguay
3035,55,0,55,50379A,Oakland Embers,Head-Royce Oakland Embers,California - North
3036,55,0,55,32073S,Tech Spartans,Saint John Country Day School,Florida - North/Central
3037,55,0,55,68186W,Robotic Bats,NORTH DAVIS JR HIGH,Utah
3038,55,0,55,71601D,Mavericks 4,Community Montessori School,Tennessee
3039,55,0,55,67294S,Firebirds,Schroeder Middle School,North Dakota
3040,55,0,55,51190F,CVMS Mac & Cheese,CHATTANOOGA VALLEY MIDDLE SCHOOL,Georgia
3041,55,0,55,43304A,ACES Eagles-Duck Mafia,Aventura City Of Excellence School,Florida - South
3042,55,0,55,9828B,Falcon Steam,RICARDO ESTRADA MIDDLE,Texas - Region 1
3043,55,0,55,11660B,Almahdya_ROBOTICS,IBNROSHD _ almahdya boys,Saudi Arabia
3044,55,0,55,37296E,Nobel Nighthawks-4,Alfred B. Nobel Charter Middle School,California - South
3045,55,0,55,71843B,Hendricks Robotics B,HENDRICKS MIDDLE SCHOOL,Georgia
3046,55,0,55,71964C,Warrior Wolves,Lake Hamilton Middle School,Arkansas
3047,55,0,55,21595F,Fireflyz,Eleva-strum High School,Wisconsin
3048,55,0,55,96686D,WoodlandPres4,WOODLAND PRESBYTERIAN SCHOOL,Tennessee
3049,55,0,55,78151P,Byting Bulldogs,Colonel Wheeler Middle School,Indiana - Region 1 - North
3050,55,0,55,40053B,NPC Protocol ,COOLEY MIDDLE SCHOOL,Arizona
3051,55,0,55,63258C,Navy Blues,DESERT WIND MIDDLE SCHOOL,Arizona
3052,55,0,55,94600B,Knights,St Mary's School,Connecticut
3053,55,0,55,92375B,Brickie Builders,HOBART MIDDLE SCHOOL,Indiana - Region 1 - North
3054,55,0,55,501A,So Technically Gears,W E GREINER EXPLORATORY ARTS ACADEMY,Texas - Region 2
3055,54,22,32,93673J,ShamrockBot Tadpoles,LUDINGTON AREA CATHOLIC SCHOOL,Michigan
3056,54,21,33,7666F,LOS INFORMÁTICOS MAKERS,Aula Maker,Spain
3057,54,18,36,2932A,Mid Pacific Owl Robotics,MID-PACIFIC INSTITUTE,Hawaii
3058,54,18,36,60910A,Gymbough and Co.,Riverview Middle School,Indiana - Region 1 - North
3059,54,18,36,99136X,Team V.I.P.E.R.,Portland East Middle School,Tennessee
3060,54,18,36,81146A,PACK Robotics,GREENBRIER MIDDLE SCHOOL,Georgia
3061,54,11,43,36608C,Z-Force,FAITH ACADEMY,Alabama
3062,54,2,52,45318F,Southwood StarBots,SOUTHWOOD MIDDLE SCHOOL,Florida - South
3063,54,9,45,29202C,Wired West Robotics Renegades,Wired West Robotics,West Virginia
3064,54,6,48,71843H,Hendricks Robotics H,HENDRICKS MIDDLE SCHOOL,Georgia
3065,54,0,54,46096H,Elestar 46096H,Loachapoka High School,Alabama
3066,54,6,48,43283G,Tech Titans,OLD TOWN MIDDLE,Mississippi
3067,54,7,47,2028B,Waddle Warriors,Bankhead Middle School,Alabama
3068,54,7,47,90014B,Clark-Shaw Team B,CLARK-SHAW MAGNET SCHOOL,Alabama
3069,54,2,52,2718Z,Mechaneers,Hawaii Science & Technology Museum,Hawaii
3070,54,6,48,51190G,CVMS-Coalition of Cool Kids,CHATTANOOGA VALLEY MIDDLE SCHOOL,Georgia
3071,54,4,50,54567B,The Royal Hogs,ORION JR HIGH,Utah
3072,54,0,54,88173D,DAVE,All Hallows Catholic High School,United Kingdom
3073,54,0,54,31614A,Phantom Bots,MAURINE CAIN MIDDLE,Texas - Region 2
3074,54,0,54,1466B,Next Level Kidz »» The HackLords,Next Level Kidz Inc.,South Carolina
3075,54,0,54,30041G,Lakeside 30041 G,LAKESIDE MIDDLE SCHOOL,Georgia
3076,54,0,54,19841H,PLK1984 Team H,Po Leung Kuk Ho Yuk Ching (1984) College,Hong Kong
3077,54,0,54,31811A,Carver Tigers 1,HARRIS COUNTY CARVER MIDDLE SCHOOL,Georgia
3078,54,0,54,92652E,5 Musketeers,Horizon Science Academy McKinley,Illinois
3079,54,0,54,21788S,The Bombers,REDLAND MIDDLE SCHOOL,Alabama
3080,54,0,54,8056R,Rockin' Robots,Ralston Middle School,California - North
3081,54,0,54,2014R,Karma,Sandpiper School,California - North
3082,54,0,54,83504A,Finham Park School,Finham Park School,United Kingdom
3083,54,0,54,25822A,HeatWave,iCode Westchase,Florida - North/Central
3084,53,53,0,66785G,BASIS International School Wuhan,BASIS International School Wuhan,Middle China
3085,53,25,28,37167B,Circuit Breakers,THURMAN FRANCIS ARTS ACADEMY/MAGNET SCHOOL FOR THE ARTS,Tennessee
3086,53,18,35,44408C,CMS: The Cactus Lovers,SOUTH SIDE MIDDLE SCHOOL,Ohio
3087,53,18,35,88701A,OPS Robot 1,Oscar-Paret-Schule Freiberg am Neckar,Germany
3088,53,18,35,36498A,Purple Sparks,MICROSOCIETY ACADEMY CHARTER SCHOOL OF SOUTHERN NH,New Hampshire/Vermont
3089,53,18,35,92717C,Blue Knights,IMMANUEL LUTHERAN SCHOOL,Wisconsin
3090,53,18,35,10745T,Tator Bots,Tator Bots,Virginia
3091,53,18,35,48755B,Robroskis,CROSS LUTHERAN SCHOOL,Michigan
3092,53,17,36,14180C,Broken Rubberbands,PETER F ALBA MIDDLE SCHOOL,Alabama
3093,53,17,36,83203W,Jurassic Spark,OSCEOLA SCIENCE CHARTER SCHOOL,Florida - North/Central
3094,53,17,36,89189B,Roboyotes Red,ELKO INSTITUTE FOR ACADEMIC ACHIEVEMENT,Nevada
3095,53,17,36,61018S,M-Pulse,Malesus STEM Innovation Center,Tennessee
3096,53,17,36,92583A,Hel's Angels,St Helen's School,United Kingdom
3097,53,17,36,35824C,Vic's Robotics - Team Vincent and the Red ducks,Scheppersinstituut Mechelen,Belgium
3098,53,9,44,7479G,Diggers,Hillcrest Christian College,Australia
3099,53,7,46,14581B,Galactic Cookies,Charlotte Public Schools,Michigan
3100,53,7,46,74205A,SkyStack Defiant,HANCEVILLE MIDDLE SCHOOL,Alabama
3101,53,7,46,5280F,Chocolate Chip Pancats,SOARING HEIGHTS PK-8,Colorado
3102,53,7,46,65198C,Pinheads,Jim Ned Intermediate School,Texas - Region 5
3103,53,2,51,2501Z,Bee Sharp,Jr Jacket Robotics,Iowa
3104,53,0,53,929T,Hereford Zone Robotics,Hereford Middle School,Maryland
3105,53,7,46,16838B,SpiritGears,DISHCHII'BIKOH COMMUNITY SCHOOL,Arizona
3106,53,7,46,5253D,Eagle Engineers 5253D,American International School Hong Kong,Hong Kong
3107,53,7,46,8234A,Error 403,BEDMINSTER TOWNSHIP PUBLIC SCHOOL,New Jersey
3108,53,0,53,2367F,We're Just Here for the Pizza,R M Marrs Magnet Middle School,Nebraska
3109,53,0,53,55451B,DeWitt Perry Team 2,PERRY MIDDLE,Texas - Region 5
3110,53,0,53,5020D,WONG TEAM,LAKELAND PREPARATORY SCHOOL,Tennessee
3111,53,2,51,81409D,TCS Cyberstorm,The Cotswold School Academy,United Kingdom
3112,53,0,53,83203G,Cyber Wall-Es,OSCEOLA SCIENCE CHARTER SCHOOL,Florida - North/Central
3113,53,2,51,9936C,Pinky the Chihuahua,Ramay Junior High School,Arkansas
3114,53,2,51,12920C,Pinhead 2.0 OIS-C,OXFORD INTERMEDIATE SCHOOL,Mississippi
3115,53,0,53,63683D,Tarantulas,ROY JR HIGH,Utah
3116,53,0,53,8724A,ANABİLİM ROBOTİK,Özel Maltepe Anabilim Eğitim Kurumları,Türkiye
3117,53,2,51,48009D,The Poké People,Roeper School,Michigan
3118,53,2,51,18223C,KunstRobotC,KUNST (TOMMIE) JUNIOR HIGH,California - South
3119,53,2,51,422Z,The Numerators,WEST POINT JR HIGH,Utah
3120,53,0,53,93629D,Team Dong Cac,Trường TH&THCS Đông Các,Vietnam
3121,53,0,53,20163B,Green Beans,FELLOWSHIP CHRISTIAN ACADEMY,Massachusetts
3122,53,0,53,79539A,Vortex Vipers,NEPTUNE MIDDLE SCHOOL,Florida - North/Central
3123,53,0,53,19137A,Megabot,Megabot,Virginia
3124,53,0,53,8244C,Cascade Chaos,Cascade Chaos,Indiana - Region 2 - Central
3125,53,0,53,2167A,Code Red,Nikki's Friends,Texas - Region 3
3126,53,0,53,84M,Smart Coders,TIMBERLINE MIDDLE SCHOOL,Washington
3127,53,0,53,42655A,3 Musketeers,KNOX DOSS MIDDLE SCHOOL AT DRAKES CREEK,Tennessee
3128,53,0,53,18965B,Nexus Bravery,Art Nexus Pte Ltd,Singapore
3129,53,0,53,26134B,Circuit Breaker,Chiang Mai International School,Thailand
3130,53,0,53,1701B,Electric Vortex,J W Williams Middle School,Texas - Region 2
3131,53,0,53,3877A,Lopaty,"Základní škola T. G. Masaryka, Hodkovice nad Mohelkou",Czech Republic
3132,53,0,53,4209A,Pajama Botics,Montessori Educational Center,Louisiana
3133,53,0,53,58072B,Robots in Disguise,VALLEY CITY JUNIOR HIGH SCHOOL,North Dakota
3134,53,0,53,4518A,Circuit Breakers,SUDIE L WILLIAMS TALENTED AND GIFTED ACADEMY,Texas - Region 2
3135,53,0,53,58964A,Lott 1,LOTT MIDDLE SCHOOL,Alabama
3136,53,0,53,21788E,Jafer the Great,REDLAND MIDDLE SCHOOL,Alabama
3137,53,0,53,10462B,Northview Falcons B,Northview Middle School,Indiana - Region 2 - Central
3138,53,0,53,26346G,Monjulikas,Pannini Tech Academy,North Carolina
3139,53,0,53,43304E,ACES Eagles E,Aventura City Of Excellence School,Florida - South
3140,53,0,53,96686B,WoodlandPres2,WOODLAND PRESBYTERIAN SCHOOL,Tennessee
3141,53,0,53,7184A,SDJH Team A,SOUTH DAVIS JR HIGH,Utah
3142,53,0,53,58508C,Da Smarties,Blair-taylor Middle/high School,Wisconsin
3143,53,0,53,19799C,WSC-C,Po On Commercial Association Wong Siu Ching Secondary School,Hong Kong
3144,53,0,53,64798A,The Bot Shop,KNOX COMMUNITY MIDDLE SCHOOL,Indiana - Region 1 - North
3145,53,0,53,34343D,Carmel CouGears,CARMEL MIDDLE SCHOOL,Indiana - Region 2 - Central
3146,53,0,53,40101B,Swamp Donkeys,Mountain View Junior High School,Utah
3147,53,0,53,7686T,The Scorpions,Harrisburg Public School District,South Dakota
3148,53,0,53,1415B,Pin Droppers,SHEPHERDSTOWN MIDDLE SCHOOL,West Virginia
3149,53,0,53,78802C,67,Ubly Community Elementary School,Michigan
3150,53,0,53,17151R,Team Pickles,KENNETH T BEAGLE  MIDDLE SCHOOL,Michigan
3151,52,28,24,52191W,The Quantum Physics Club (The QPC),EDGEWOOD JUNIOR HIGH SCHOOL,Indiana - Region 3 - South
3152,52,18,34,99299X,Moonwalkers,The STEM Lab,South Carolina
3153,52,17,35,1012H,Ten Ton Robotics,West Vancouver Schools,British Columbia (BC)
3154,52,11,41,44100B,CR Jurassic Spark,CRESTVIEW MIDDLE SCHOOL,Ohio
3155,52,4,48,36116B,McKee Tigers,MCKEE MIDDLE SCHOOL,Alabama
3156,52,0,52,78380F,GearFish Comeback,FRANKLIN MIDDLE,Minnesota
3157,52,7,45,33008H,Kuwait 1,Kuwait Information Technology Society,Kuwait
3158,52,7,45,60160T,CAIS Cyber Tigers,Changchun American International School,North China
3159,52,6,46,5573A,Blue Devils,NORTHEAST MIDDLE SCHOOL,Georgia
3160,52,4,48,27042A,DMCS Apollo 11,Bethlehem Academy,Minnesota
3161,52,4,48,32350A,Raiders Rumble (32350A),GOOD HOPE MIDDLE SCHOOL,Alabama
3162,52,0,52,14301G,GG,Gaskill Preparatory School,New York-North
3163,52,2,50,2281Y,GMS Silver Surfer,ULYSSES S. GRANT MIDDLE SCHOOL,Ohio
3164,52,0,52,2831A,Electric Eagles,South Forsyth Middle School,Georgia
3165,52,0,52,78151A,Byting Bulldogs,Colonel Wheeler Middle School,Indiana - Region 1 - North
3166,52,0,52,69459A,The Sixty-Seveners,OAKMAN MIDDLE SCHOOL,Alabama
3167,52,0,52,58071X,Maple Farmers,Maple Valley Elementary School,North Dakota
3168,52,0,52,11069M,Rookie Robos,VexRobotics-Morrisville,North Carolina
3169,52,0,52,86510A,Shrimp Tempura,86510,Washington
3170,52,0,52,32630J,The Cyclones,ELKHORN VALLEY VIEW MIDDLE SCHOOL,Nebraska
3171,52,0,52,78721A,Mason Robotics Fredrick is the G.O.A.T.,Mason Center for Robotics,Ohio
3172,52,0,52,11284E,The Death Brigade,FORT CLARKE MIDDLE SCHOOL,Florida - North/Central
3173,52,0,52,44744S,Gold,ASU PREPARATORY ACADEMY-POLYTECHNIC MIDDLE SCHOOL,Arizona
3174,51,0,51,2822T,Genesis,STAUFFER (MARY R.) MIDDLE,California - South
3175,51,17,34,33719U,Apollo,Central Coast Grammar School,Australia
3176,51,17,34,78680B,HPMS Robotics IQ team,Harvest Park Middle School Robotics Team,California - North
3177,51,17,34,6546T,One Degree North: The Innovative Eagles,Singapore American School,Singapore
3178,51,0,51,47789C,Them 2.0,Pine Tree Junior High School,Texas - Region 2
3179,51,17,34,49448B,NOVA,Colregio,Colombia
3180,51,6,45,29312B,75% Guys,HAMPTON HIGH SCHOOL,Nebraska
3181,51,0,51,73807F,The Patriotic Stack Attackers,GERMANTOWN MIDDLE SCHOOL,Mississippi
3182,51,0,51,95233C,Team Name,LEXINGTON JUNIOR HIGH SCHOOL,Ohio
3183,51,0,51,88173B,CROCBOTS,All Hallows Catholic High School,United Kingdom
3184,51,7,44,16346K,Slick Chicks,Cranberry Area Jshs,Pennsylvania - West
3185,51,4,47,2076J,Bacon eggs and sandwiches,Knox Grammar School,Australia
3186,51,0,51,34701E,34701E,City of London School,United Kingdom
3187,51,0,51,64330C,Chicken & Waffles,HOLY SPIRIT SCHOOL,Kentucky
3188,51,0,51,96000X,QuantumX,The Mind Spark,Pennsylvania - East
3189,51,0,51,1740A,Arctic Warriors,Morgan Road Middle School,New York-North
3190,51,0,51,10781B,The Fantastic 5,St Bernard School,Wisconsin
3191,51,0,51,84010A,Eagle Pride A,Bountiful Junior High School,Utah
3192,51,0,51,263D,Ding Dong Ditchers,RIVERSIDE MIDDLE,South Carolina
3193,51,0,51,58560A,Breakfast,Sias International School,Middle China
3194,51,0,51,74801K,B.A.S.T.Y,WESTWOOD MIDDLE SCHOOL,Florida - North/Central
3195,51,0,51,99995A,Trident,Trident Team,California - North
3196,51,0,51,40807B,Fried Chicken,Island School,Hong Kong
3197,51,0,51,81409C,TCS Wally,The Cotswold School Academy,United Kingdom
3198,51,0,51,55821F,Servo Shockwavers,EAST RIDGE MIDDLE SCHOOL,Florida - North/Central
3199,51,0,51,8262E,Excellent Warriors,Wahluke Junior High School,Washington
3200,51,0,51,88892Z,Retro Gators,Delhi Charter School,Louisiana
3201,51,0,51,375J,375J,ROBERT F BUMPUS MIDDLE SCHOOL,Alabama
3202,51,0,51,62026C,Ostrich,Fairfield Jr High,Utah
3203,51,0,51,49110V,Blue,Create Minds,South China
3204,51,0,51,44814T,Chicken Nuggets,EDISON MIDDLE SCHOOL (FORMERLY BERLIN-MILAN MIDDLE SCHOOL),Ohio
3205,51,0,51,1193B,Bubble Guppies,Jay County Robotics,Indiana - Region 1 - North
3206,51,0,51,20861A,Sting,Hooks Jr High,Texas - Region 2
3207,51,0,51,20861B,Swarm,Hooks Jr High,Texas - Region 2
3208,51,0,51,835F,SSMS Overtakers,SULPHUR SPRINGS MIDDLE,Texas - Region 2
3209,51,0,51,64987A,Organized Chaos,PLAINFIELD COMMUNITY MIDDLE SCHOOL,Indiana - Region 2 - Central
3210,51,0,51,66366F,The Klingon,MARTINEZ MIDDLE SCHOOL,Florida - North/Central
3211,51,0,51,47220B,Robo Saints,LUTHERAN CENTRAL SCHOOL,Indiana - Region 3 - South
3212,51,0,51,73733A,SABIS International School - Yas Island,SABIS International School - Yas Island,United Arab Emirates
3213,51,0,51,14319H,TalentWorld Tinkerers,Talent World International Schools,Saudi Arabia
3214,51,0,51,30758C,The Tornadoes,WALNUT PARK MID B SCI TECH ENGR AND MATH ACAD,California - South
3215,51,0,51,10740D,The Prime Robots,OAK MOUNTAIN MIDDLE SCHOOL,Alabama
3216,51,0,51,1270D,Titanium Tanks,Wenatchee Valley Museum,Washington
3217,51,0,51,32688A,Geronimo's Nephew's,THEODORE ROOSEVELT SCHOOL,Arizona
3218,51,0,51,63366S,YAPPATRONS,IGNITE ROBOTICS,North Carolina
3219,51,0,51,89227D,Popcorn Fueled Geniuses,GREENFIELD CENTRAL JUNIOR HIGH SCH,Indiana - Region 2 - Central
3220,51,0,51,90011T,90011T,Los Angeles Academy MS,California - South
3221,51,0,51,33323B,BBS IQ 2,Bahrain Bayan School,Bahrain
3222,51,0,51,47201X,Central Chains,CENTRAL MIDDLE SCHOOL,Indiana - Region 3 - South
3223,51,0,51,10673A,Virtual Vipers,Marshall Middle School,Pennsylvania - West
3224,51,0,51,412E,Demon Chestnuts,ENVIRONMENTAL CHARTER SCHOOL AT FRICK PA,Pennsylvania - West
3225,51,0,51,46032K,TechCATS,Creekside Middle School,Indiana - Region 2 - Central
3226,51,0,51,6039X,The Mind Flayer,BrandywineBOTS Robotics,Delmarva
3227,50,7,43,22121A,Causey Robo Tigers,Causey Middle School,Alabama
3228,50,22,28,11462P,Champion Builders,GIBSON  ROBERT O MIDDLE SCHOOL LEADERSHIP ACADEMY,Nevada
3229,50,2,48,48909B,Texas Roboots,EULA J H,Texas - Region 5
3230,50,18,32,27549B,Astrolotls,DON JUAN AVILA MIDDLE,California - South
3231,50,4,46,6687D,Keystone Oaks D,KEYSTONE OAKS MIDDLE SCHOOL,Pennsylvania - West
3232,50,10,40,96991D,CTMS BearBots,Centennial Middle School,Colorado
3233,50,9,41,8135H,Grizzly Gears,PINEY GROVE MIDDLE SCHOOL,Georgia
3234,50,7,43,6174D,Hightower Trail Advanced Robotics Projects Agency,HIGHTOWER TRAIL MIDDLE SCHOOL,Georgia
3235,50,7,43,25455K,Unicorns,CRANBERRY AREA JSHS,Pennsylvania - West
3236,50,7,43,9936A,Perry the Platypus,Ramay Junior High School,Arkansas
3237,50,7,43,60011C,BullBotz,BRIGGS PUBLIC SCHOOL,Oklahoma
3238,50,4,46,78539A,Triton Robotics,TRITON JR-SR HIGH SCHOOL,Indiana - Region 1 - North
3239,50,4,46,3581A,SSSA Silver Eagles,Silver Shores STEAM Academy K-8,Florida - South
3240,50,4,46,60910B,Scoring Super Bots,RIVERVIEW MIDDLE SCHOOL,Indiana - Region 1 - North
3241,50,4,46,34458B,Rogue One,OCEAN SPRINGS UPPER ELEMENTARY SCHO,Mississippi
3242,50,4,46,10851G,The Three Minion-Engineers,RIVERVIEW LUTHERAN SCHOOL,Wisconsin
3243,50,2,48,79089A,Del Webb Robotics,DEL E WEBB MIDDLE SCHOOL,Nevada
3244,50,2,48,28102U,The Unstoppabots,NORTH UNION MIDDLE SCHOOL,Ohio
3245,50,0,50,1460A,P3,PIKEVIEW MIDDLE SCHOOL,West Virginia
3246,50,2,48,1922A,J.A.W. Breakers,ST JAMES SCHOOL,Connecticut
3247,50,2,48,84633C,PlaceHolder,Gaspar De Portola Middle School,California - South
3248,50,2,48,91311D,The Titans,Ernest Lawrence Middle School,California - South
3249,50,2,48,30394A,Ambystoma Robotics,Strigiform Robotics,Oregon
3250,50,0,50,82717A,RobotRangers,SAGE VALLEY JUNIOR HIGH SCHOOL,Wyoming
3251,50,0,50,25627B,"Tri-West B - ""Bruin Bots""",TRI-WEST MIDDLE SCHOOL,Indiana - Region 2 - Central
3252,50,0,50,53995A,Team A,Canadian International School of Hefei,Middle China
3253,50,0,50,5263B,VIP's,Alexandria Middle School,Alabama
3254,50,0,50,1466D,Next Level Kidz »» No-Names,Next Level Kidz Inc.,South Carolina
3255,50,0,50,17139B,Mavericks,SOUTH WASCO MIDDLE SCHOOL,Oregon
3256,50,0,50,31449A,Stormers,Red Barn Robotics,Indiana - Region 1 - North
3257,50,0,50,25627D,"Tri-West D- ""Goldtective Hippos""",TRI-WEST MIDDLE SCHOOL,Indiana - Region 2 - Central
3258,50,0,50,6039U,Waffle Warriors,BrandywineBOTS Robotics,Delmarva
3259,50,0,50,67431C,Irish Minions,USD 473 Chapman Middle School,Kansas
3260,49,19,30,77414B,RoboFlashes B,Franklin Central Junior High,Indiana - Region 2 - Central
3261,49,17,32,11450B,RMS Lions,RAVENSWOOD MIDDLE,California - North
3262,49,11,38,31408B,Cu?iosity Next Gen,TAHLEQUAH MIDDLE SCHOOL,Oklahoma
3263,49,11,38,6210A,HCS: ALPs,HERITAGE CHRISTIAN SCHOOL,Indiana - Region 2 - Central
3264,49,9,40,87115C,ISC Innovators,International School of Choueifat,Iraq
3265,49,9,40,45713C,Holtville C- Team Bulldog,HOLTVILLE MIDDLE SCHOOL,Alabama
3266,49,0,49,1945E,Crazy Crane,MINTO ELEMENTARY SCHOOL,North Dakota
3267,49,2,47,78619A,Wildcat Return,WINSTON PARK K-8 CENTER,Florida - South
3268,49,7,42,4306A,Robo Tigers,ADAIRSVILLE MIDDLE SCHOOL,Georgia
3269,49,6,43,10999B,Ashford Wolfbots 2,ASHFORD SCHOOL,Connecticut
3270,49,2,47,25627A,"Tri-West A ""Corny Crusaders""",TRI-WEST MIDDLE SCHOOL,Indiana - Region 2 - Central
3271,49,4,45,1873A,Turbo Turtles,CULLMAN MIDDLE SCHOOL,Alabama
3272,49,4,45,36831F,36831F,DRAKE MIDDLE SCHOOL,Alabama
3273,49,2,47,53901B,Engineering Eagles,CANOE CREEK K-8,Florida - North/Central
3274,49,0,49,79089D,Del Webb Robotics,DEL E WEBB MIDDLE SCHOOL,Nevada
3275,49,0,49,1957F,Salesian Mavericks 2.0,Salesian College Chadstone,Australia
3276,49,0,49,22494A,RoboBraves,HEARD COUNTY MIDDLE SCHOOL,Georgia
3277,49,0,49,68526T,DongVanTech,Trường PTDTNT THCS và THPT Đồng Văn,Vietnam
3278,49,0,49,93563A,The Erudite Society,GREENSBORO MIDDLE SCHOOL,Alabama
3279,49,0,49,3722R,Tech Titans,The Frazer School,Florida - North/Central
3280,49,0,49,6039T,Obliviators,BrandywineBOTS Robotics,Delmarva
3281,49,0,49,84010C,Eagle Price C,Bountiful Junior High School,Utah
3282,49,0,49,18821A,CougarTrons,Jackson Central Merry Middle School ,Tennessee
3283,49,0,49,25628Z,The Hot Botz,RUDOLPH G. GORDON SCHOOL AT JONES MILL,South Carolina
3284,49,0,49,3138E,Squirmy Wormy,Seymour Middle School,Indiana - Region 3 - South
3285,49,0,49,77806D,Soussi Scientists,BASIS AHWATUKEE,Arizona
3286,49,0,49,46052A,Tigers Robotics,Lebanon Middle School,Indiana - Region 2 - Central
3287,49,0,49,53162C,Erskine Comets,Win-e-mac Secondary,Minnesota
3288,49,0,49,15801B,Whimsical Watermelons,DUBOIS AREA MIDDLE SCHOOL,Pennsylvania - West
3289,48,17,31,31337S,Sesame Street Sisters,Mountain Brook Junior High,Alabama
3290,48,18,30,75921E,Hot Wheelies,Hampton Park Christian School,South Carolina
3291,48,17,31,16346M,Manic Monkeys,Cranberry Area Jshs,Pennsylvania - West
3292,48,17,31,4854B,FMS-Baked Potatoes,FARNSWORTH MIDDLE SCHOOL,Idaho
3293,48,2,46,84633B,Small Hero 6,Gaspar De Portola Middle School,California - South
3294,48,8,40,2367B,Dino Nuggets,R M Marrs Magnet Middle School,Nebraska
3295,48,7,41,34029U,Techy Boys,Wood Oaks Junior High,Illinois
3296,48,7,41,54345D,SIS - The Leprechaun,Seoul International School,South Korea
